id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	37	163	1104	160	267	1067	640	126
5	0	832	910	1155	87	134	323	102	78
35	0	5161	5465	5691	226	0	530	304	304
25	0	3487	3617	6438	870	260	2951	1821	130
42	0	6115	6231	6578	55	21	463	387	116
57	0	7782	7854	7964	110	0	182	72	72
69	0	9270	9438	9691	211	13	421	197	168
0	0	0	0	10223	9601	0	10223	622	0
