id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
22	29	2722	3056	3246	130	40	524	354	334
24	76	2792	2801	3388	174	140	596	282	9
21	101	2569	2742	3773	214	136	1204	854	173
40	30	5024	5034	5301	54	190	277	33	10
49	18	5805	6212	6964	242	160	1159	757	407
64	23	7331	7876	7999	103	1	668	564	545
67	46	8093	8129	8276	59	49	183	75	36
77	57	8699	8707	9210	180	161	511	170	8
0	0	0	-1	10022	10022	0	10022	0	-1
