id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
6	0	1231	1235	1301	66	0	70	4	4
12	0	2293	2422	2906	484	0	613	129	129
17	5	2799	3000	5079	92	165	2280	2023	201
27	6	4821	4949	5152	89	90	331	152	128
28	33	4864	4955	5317	209	64	453	180	91
29	0	5225	5317	5694	377	0	469	92	92
36	0	5798	5889	6087	198	0	289	91	91
39	0	6150	6401	6539	138	0	389	251	251
42	18	6663	6755	7705	115	23	1042	904	92
0	0	0	-1	10011	10011	0	10011	0	-1
