id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
6	4	756	833	837	4	0	81	77	77
13	107	1459	1465	2124	119	8	665	538	6
19	6	2458	2493	2998	166	115	540	259	35
22	82	3070	3137	3665	194	82	595	319	67
49	16	7479	7490	7506	16	0	27	11	11
51	59	7596	7671	7982	110	114	386	162	75
62	2	9437	9472	9986	73	240	549	236	35
0	0	0	-1	10111	10111	0	10111	0	-1
