id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
3	7	451	602	880	159	48	429	222	151
9	115	907	1569	1684	115	0	777	662	662
12	132	1463	1535	2459	236	92	996	668	72
6	151	669	2930	3081	151	0	2412	2261	2261
21	114	3358	3742	5486	505	362	2128	1261	384
48	18	8018	8042	8798	151	31	780	598	24
55	93	8953	8990	9202	127	22	249	100	37
53	23	8920	9024	9380	187	125	460	148	104
0	0	0	0	10006	9870	0	10006	136	0
