id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
15	63	1192	1834	4079	102	26	2887	2759	642
32	57	4674	5433	6796	231	19	2122	1872	759
37	3	5613	5779	7395	85	112	1782	1585	166
49	25	7810	8197	8630	72	31	820	717	387
42	31	6800	6897	8739	74	21	1939	1844	97
56	0	9236	9327	9340	13	0	104	91	91
58	0	9501	9530	9547	17	0	46	29	29
0	0	0	0	10128	9969	0	10128	159	0
