id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
4	0	85	650	2080	193	229	1995	1573	565
22	0	3469	3489	3907	186	56	438	196	20
19	0	3015	3344	4103	77	9	1088	1002	329
21	0	3334	3382	4155	360	35	821	426	48
27	0	5435	5468	5712	244	0	277	33	33
24	0	4792	4937	5859	314	129	1067	624	145
39	0	7438	7665	8979	683	90	1541	768	227
42	0	7740	7876	9483	605	62	1743	1076	136
0	0	0	-1	10050	10050	0	10050	0	-1
