id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
22	0	2170	2532	3461	113	259	1291	919	362
27	0	3407	3520	3570	50	0	163	113	113
29	0	3800	3885	4442	316	18	642	308	85
24	0	2589	3808	4695	170	55	2106	1881	1219
42	0	5301	5656	5922	123	65	621	433	355
58	0	7162	7281	8610	498	199	1448	751	119
69	0	8949	9152	9909	293	30	960	637	203
0	0	0	0	10197	10030	0	10197	167	0
